                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    155,                0.60731,                0.51502,                  1.045,                0.63808,                0.52732,                0.55067,                0.39768,                  1.119,                 1.4383,                 1.3925,               0.002377,               0.002377,               0.002377
                    156,                0.60764,                0.51653,                 1.0427,                0.63952,                0.52692,                0.55055,                0.39761,                 1.1195,                 1.4397,                 1.3934,              0.0023275,              0.0023275,              0.0023275
                    157,                0.60878,                0.50944,                   1.04,                0.64195,                0.52553,                0.55042,                0.39738,                 1.1195,                 1.4412,                 1.3935,               0.002278,               0.002278,               0.002278
                    158,                0.60221,                0.51044,                  1.034,                0.64176,                0.52547,                0.55077,                0.39764,                 1.1193,                 1.4418,                 1.3932,              0.0022285,              0.0022285,              0.0022285
                    159,                0.60398,                0.50495,                 1.0357,                0.64227,                 0.5258,                0.55084,                0.39782,                 1.1191,                 1.4431,                 1.3932,               0.002179,               0.002179,               0.002179
                    160,                0.59941,                0.50306,                 1.0318,                0.64279,                0.52508,                0.55101,                0.39765,                 1.1198,                 1.4439,                  1.394,              0.0021295,              0.0021295,              0.0021295
                    161,                0.59398,                 0.5043,                 1.0336,                0.64298,                 0.5251,                 0.5508,                0.39779,                   1.12,                 1.4453,                 1.3943,                0.00208,                0.00208,                0.00208
                    162,                0.59553,                0.49181,                 1.0273,                0.64465,                0.52383,                0.55025,                0.39738,                 1.1202,                 1.4478,                 1.3946,              0.0020305,              0.0020305,              0.0020305
                    163,                0.59311,                0.49594,                 1.0307,                0.64448,                0.52312,                0.55032,                0.39761,                 1.1202,                 1.4497,                 1.3946,               0.001981,               0.001981,               0.001981
                    164,                0.59018,                0.48345,                 1.0265,                0.64484,                0.52261,                0.54996,                0.39747,                 1.1201,                 1.4509,                 1.3949,              0.0019315,              0.0019315,              0.0019315
                    165,                0.58378,                0.48242,                 1.0224,                0.64458,                0.52243,                 0.5501,                0.39751,                 1.1206,                 1.4524,                  1.395,               0.001882,               0.001882,               0.001882
                    166,                0.57827,                0.48117,                 1.0221,                0.64476,                0.52264,                0.54987,                 0.3974,                 1.1209,                 1.4541,                 1.3954,              0.0018325,              0.0018325,              0.0018325
                    167,                 0.5786,                0.48181,                 1.0213,                0.64461,                0.52234,                0.54976,                0.39724,                 1.1217,                 1.4554,                  1.396,               0.001783,               0.001783,               0.001783
                    168,                0.57702,                0.47661,                 1.0174,                0.64494,                0.52216,                0.54915,                0.39704,                 1.1215,                 1.4576,                 1.3958,              0.0017335,              0.0017335,              0.0017335
                    169,                0.57468,                0.47308,                 1.0187,                0.64413,                0.52301,                0.54894,                 0.3967,                 1.1214,                 1.4601,                 1.3961,               0.001684,               0.001684,               0.001684
                    170,                0.57095,                0.47222,                 1.0192,                0.64565,                0.52216,                0.54895,                 0.3969,                 1.1213,                 1.4615,                 1.3959,              0.0016345,              0.0016345,              0.0016345
                    171,                0.56592,                0.46471,                 1.0151,                0.64815,                0.52206,                0.54951,                0.39718,                 1.1215,                 1.4629,                 1.3961,               0.001585,               0.001585,               0.001585
